869 75684
321 571 82473
742 327 67326
559 854 26379
835 692 69200
495 605 5250
121 324 7132
214 504 48462
773 41 2337
281 703 64319
273 110 2059
433 404 76413
454 267 56137
661 461 92097
281 823 81410
233 526 48911
62 212 97507
45 663 79957
420 565 89905
92 116 88431
624 765 75415
6 604 22150
350 730 9402
742 726 45321
814 433 16995
3 341 68593
411 165 40395
108 240 24003
520 503 16064
410 272 30597
638 867 70489
865 851 59997
399 721 3769
51 11 17571
485 255 99154
666 646 70509
195 464 74225
232 484 57015
40 410 5874
10 318 28724
13 586 82334
106 831 35286
245 114 10731
460 9 16919
219 512 77030
215 780 33628
739 89 79783
411 120 74451
515 501 30852
326 555 22330
746 477 91568
541 32 75850
390 560 91082
300 451 74022
697 861 7159
647 806 6194
771 540 85487
539 787 41777
232 330 400
632 579 96964
759 513 66507
423 678 80546
613 248 99743
183 109 8073
348 716 19531
465 50 36623
64 143 10529
844 701 81643
336 131 74888
123 352 39143
809 21 44836
402 811 26620
61 57 45478
858 36 57796
163 441 92146
404 214 46219
4 830 42482
809 566 26253
311 613 61680
582 816 18486
484 310 86387
833 816 73015
434 500 14471
822 672 82295
184 441 6941
282 262 39361
705 534 90939
527 828 20379
119 363 83675
751 516 59338
600 155 44765
361 153 82693
261 202 89744
126 399 38867
503 829 79782
857 55 75139
432 126 80367
75 153 9215
738 245 33051
452 127 1054
180 550 79387
695 442 34799
699 319 25676
343 65 62156
353 307 27065
165 319 34922
8 366 71926
140 144 78469
685 693 68046
770 332 33370
149 602 21080
537 282 71335
403 553 53964
707 154 91950
205 461 74440
687 273 21710
748 805 11378
500 394 44950
837 90 29640
277 426 68624
381 124 32887
659 791 56945
353 762 81454
750 359 72499
504 273 22630
432 689 696
645 294 60599
170 414 34567
632 472 34243
436 337 44137
655 608 52956
378 69 11472
674 854 69879
483 800 56359
713 347 30112
63 634 93776
548 392 53492
459 390 1292
255 504 56468
341 192 75526
248 613 10422
552 406 93034
75 105 85047
411 218 42373
605 729 60436
655 389 58127
147 244 55140
602 236 10974
868 495 21662
54 549 1393
542 425 79100
822 245 66400
667 69 84003
278 34 97776
455 467 92349
203 370 42222
672 516 95080
54 315 36418
432 392 81848
804 628 30608
363 163 71667
70 783 30230
572 200 30969
243 264 50784
511 796 13269
160 312 53248
816 245 86032
628 98 12355
843 305 85077
36 305 917
737 639 22784
794 809 96801
234 308 16388
629 822 88530
200 537 12862
6 10 66694
551 451 45169
1 539 29227
417 189 23995
16 635 84087
49 752 7021
257 292 60197
471 455 87847
64 717 61413
419 410 60379
474 655 96802
429 740 69858
665 745 7873
82 303 36685
824 515 96645
448 294 2455
526 752 9044
488 260 28316
738 806 26575
780 697 86566
778 274 41135
115 797 27754
372 135 99340
363 836 86686
768 10 84045
731 461 91397
202 773 4790
160 411 75370
583 756 19352
706 411 30591
709 249 26093
384 721 65169
853 741 35153
147 389 3294
688 864 99230
432 496 15766
865 454 97479
520 860 46919
725 413 11320
48 607 51291
670 154 34320
214 555 81995
808 47 21719
272 558 71379
833 776 40692
814 49 65604
698 601 8748
351 515 79312
291 534 77816
297 629 65861
684 106 37729
834 829 40826
161 221 24312
98 553 45321
404 442 61029
739 252 73422
853 412 57192
601 209 24000
233 124 20015
195 115 11972
64 231 59689
524 683 40288
209 154 90081
481 112 4562
34 513 71387
34 596 68122
581 36 55844
236 631 48089
584 785 68137
745 714 80898
134 648 89781
766 573 8660
569 841 64835
23 393 68783
854 19 51319
715 14 84739
176 491 77101
308 619 59769
401 561 81833
185 326 47703
83 546 52152
446 226 49073
790 837 8018
556 113 53470
71 314 43050
677 678 57459
471 41 44293
781 240 58028
223 784 87579
724 782 99952
690 58 880
832 710 1965
311 588 66798
241 311 86043
261 865 33077
846 813 41407
457 814 4354
786 313 30693
22 351 61757
216 408 75617
20 511 35402
580 115 20307
418 656 62886
244 298 46396
667 83 74983
285 835 43274
806 193 42955
505 533 97672
776 212 36664
790 527 45543
380 562 24506
478 425 17750
398 658 24183
265 611 89042
211 150 24835
303 644 64354
704 94 3748
489 301 17596
223 630 59187
403 682 28369
552 644 85104
635 139 10817
446 846 50318
322 862 11721
399 20 12530
528 614 22349
827 576 62665
728 484 63944
442 487 34382
373 126 17351
745 699 13973
738 142 46847
353 770 28996
704 156 83980
686 249 87866
191 787 87345
287 6 53090
148 579 72549
39 25 27092
49 520 59431
231 797 4009
796 620 51544
78 179 62516
432 34 98214
619 316 47643
344 353 10405
743 33 57065
62 273 42102
618 82 78140
523 519 98538
661 705 68247
671 545 69316
310 117 59763
578 386 87931
648 71 49270
692 287 13211
572 362 4915
366 40 24849
722 190 11014
643 610 54155
598 84 95010
659 321 10204
596 800 93846
234 17 16709
636 734 32365
736 102 99834
613 494 75836
859 380 21020
671 610 81660
821 473 54716
851 388 32912
564 559 10844
416 713 2122
583 2 87514
707 807 48971
498 588 83530
49 227 41536
695 102 1483
829 781 22719
578 118 56735
66 206 38595
195 320 58159
732 575 47619
581 853 42068
137 225 46719
158 5 65516
118 24 21973
91 59 56455
824 661 76788
247 401 45941
140 207 87420
431 231 60673
689 783 2772
67 830 21919
335 74 69042
529 845 45178
288 266 15199
340 705 55243
471 23 42078
143 498 692
478 52 34999
216 636 23933
594 339 33215
563 510 27491
595 22 48417
790 12 94233
322 316 6727
132 787 78769
664 394 58268
289 176 21174
674 165 33979
754 79 73277
72 187 79810
650 97 38082
218 260 5350
253 172 61166
634 333 59378
624 354 72929
437 327 5951
5 513 79383
679 194 67068
184 225 304
81 108 6591
372 405 75209
269 572 65628
842 193 71455
270 166 73386
543 860 70800
830 107 9361
481 485 62791
546 579 55320
806 460 43528
738 262 80070
145 495 87001
829 323 99038
11 781 11553
625 557 56704
839 184 59173
142 852 15174
285 642 55044
336 789 40696
591 87 53977
824 6 82088
859 232 48146
25 368 10907
448 180 60637
527 657 28697
455 849 30871
175 314 70537
430 193 90554
606 126 16876
807 322 20386
862 180 81705
8 169 58801
822 423 15524
480 123 22752
187 522 98809
622 520 5915
556 343 85911
269 527 14519
219 805 66912
721 216 44076
533 495 911
13 747 86431
346 521 36419
649 589 92907
81 172 49432
103 269 98376
714 362 95568
152 689 85292
815 500 6316
86 845 36952
688 266 25297
865 719 51826
154 780 53973
822 276 58493
476 160 50833
684 607 97730
508 403 63361
435 144 22326
714 579 31291
512 344 20493
544 18 99220
288 367 64949
148 585 79213
390 271 82422
485 130 7809
136 481 87008
861 213 63372
733 816 97714
16 559 48993
608 706 27160
667 138 5062
262 32 93200
703 437 11368
342 144 166
311 245 17163
142 409 51349
831 701 36857
850 810 50911
604 680 22511
865 775 44135
165 332 18242
485 699 85608
451 318 79425
409 282 46185
726 205 72264
163 209 37286
866 801 78377
82 838 98985
508 491 53851
542 701 86131
215 148 62693
424 298 54738
620 497 76057
555 242 27199
182 147 33329
745 552 86087
446 505 51903
177 331 31904
793 736 96204
437 496 12616
268 670 73636
547 87 18285
656 116 36062
307 674 64404
120 782 67577
545 629 71623
759 265 25137
615 48 5980
824 472 58649
333 315 99080
709 770 73848
341 844 63785
352 749 78776
530 526 50136
723 301 14718
250 126 88772
186 120 28043
467 607 5838
734 337 80137
734 240 2954
818 817 11809
72 294 27891
838 495 11237
497 464 83132
473 741 12131
848 156 15810
104 89 75947
230 470 59322
489 440 82146
123 64 5115
25 473 3727
62 83 16450
730 49 52491
378 431 66208
127 4 73654
511 28 33965
205 42 97104
682 179 25988
210 337 9904
344 737 21041
389 456 95159
299 453 85667
418 581 28345
432 693 77895
540 5 19158
434 402 95692
607 145 1007
274 21 30050
130 200 74731
641 75 18882
819 430 43772
517 740 62761
826 551 83412
224 169 26596
103 487 55615
509 478 95791
455 53 15833
742 150 2816
842 316 75481
379 722 23132
106 329 37707
8 622 13647
552 629 71618
365 299 99163
194 625 90426
284 372 59057
256 548 26109
728 281 65070
383 603 29862
752 560 23768
632 720 25894
796 537 5748
111 636 50760
511 354 83597
248 404 95227
792 385 2729
432 649 77929
389 791 66264
670 440 35008
141 238 11061
359 455 16984
700 308 20378
115 446 53192
249 482 45961
624 378 93156
663 547 15040
678 472 35738
747 477 51569
152 40 15882
641 731 74921
240 235 34400
562 555 20273
81 132 54774
255 342 13782
696 237 34608
657 365 21046
685 747 79819
830 481 76902
156 691 78259
115 253 20869
534 55 16581
82 763 5693
419 167 67126
101 799 29767
857 818 68906
330 191 88115
650 385 42146
2 369 96298
842 810 21482
456 342 22468
289 197 82973
201 104 6275
459 464 17315
840 187 9649
90 117 68175
442 217 45351
202 370 75864
42 828 87494
487 364 73737
47 726 47708
741 749 16918
256 270 13334
869 383 59909
33 480 30992
645 160 30060
361 473 54028
756 844 61436
444 398 17441
751 387 71889
240 831 34528
784 670 45575
839 323 41547
379 825 70927
823 582 95901
291 755 77849
37 354 36659
716 140 58130
292 93 36763
181 431 37926
349 788 67108
370 36 3532
859 386 71078
377 722 47358
572 807 83971
820 347 69738
553 239 34263
254 566 89495
665 161 17994
152 683 5110
482 672 37631
696 95 73923
141 647 27745
602 593 71865
414 301 48338
288 533 88454
732 4 62662
720 303 75900
72 16 42099
457 789 84099
757 742 6571
666 515 95228
860 745 86381
305 56 59688
242 204 58673
575 362 99901
73 628 57232
120 291 84801
570 1 32404
252 759 56491
361 30 97495
196 124 51160
82 663 52458
26 347 86544
670 74 17311
362 764 96076
858 38 6691
753 112 37857
317 571 85454
587 844 52781
230 560 44781
185 154 15542
233 140 89726
455 100 60304
107 647 93307
351 811 79725
545 24 957
662 831 21918
417 852 33507
788 599 26363
422 366 69754
420 562 35037
50 568 19725
171 631 13248
138 752 7990
509 339 86071
552 368 95219
795 514 16791
333 414 4936
587 757 44029
688 624 43260
630 55 18476
493 44 29802
840 568 55893
87 773 18690
144 457 23807
468 474 46659
622 261 23067
196 378 14572
442 402 50636
478 86 26424
644 266 2659
751 690 61567
394 283 32998
143 498 72196
263 338 28792
76 669 34475
52 545 61749
773 553 37603
452 788 71024
752 432 29304
585 616 73597
585 477 43496
386 32 84564
575 23 29805
449 185 78987
570 615 33357
153 113 89811
330 743 38927
264 115 85647
694 65 99474
851 625 59514
794 478 714
411 90 6068
242 468 12711
303 755 9075
300 422 79691
547 732 66261
397 808 12585
526 637 92381
515 116 7697
569 362 99002
341 442 8982
211 766 65612
234 227 60235
286 551 91401
567 493 75957
779 84 79508
119 869 2894
605 46 37634
530 696 74062
370 867 26208
369 607 82268
329 801 95525
328 440 3621
801 707 16405
744 524 4658
391 607 29633
65 619 88420
632 831 24441
248 634 4306
314 53 64719
511 594 42331
662 783 42957
275 63 98366
146 676 91504
362 414 31050
440 363 27668
735 424 7059
432 553 49887
134 840 98168
750 628 2714
585 702 38120
84 843 21905
87 827 93834
444 593 39066
836 479 93425
248 697 96398
366 170 30979
807 852 70210
255 374 7708
296 828 17064
714 268 50761
622 708 41293
80 807 34458
710 25 83300
809 543 10998
123 114 82666
91 321 15317
309 647 32614
799 228 70516
238 818 52714
269 344 45463
597 475 99505
799 597 99214
250 619 76053
591 710 59799
823 580 37681
603 710 63680
666 448 62405
28 253 65168
383 461 886
102 362 46571
261 812 65334
467 154 35613
123 462 84290
822 352 49161
493 742 72159
16 592 69264
296 361 53722
541 354 49028
377 4 3598
361 789 66740
7 809 88774
480 595 98927
828 311 97351
424 846 4996
458 110 94178
864 180 8799
414 191 72605
173 41 61967
827 749 62114
624 390 27325
656 63 13685
803 835 42514
68 855 71567
350 184 70824
386 127 45358
385 93 90214
6 847 32633
6 845 78270
202 87 63871
727 117 88474
542 58 82076
637 794 19805
83 287 36938
718 646 84981
752 374 70185
829 602 40381
327 281 51423
138 363 98853
658 172 77861
495 208 72882
562 267 30748
325 20 59021
316 494 57383
266 514 28185
33 364 86718
87 594 49239
499 318 93737
334 232 3342
433 641 93827
696 199 16861
532 5 87302
137 109 81647
248 87 78430
138 124 92637
732 332 6893
127 18 269
467 831 72882
631 201 45278
753 589 59982
87 35 33492
85 409 8812
44 153 18231
489 763 78888
282 291 16116
40 658 57498
764 610 37532
110 640 36018
602 804 76240
379 640 29800
682 67 16706
685 801 19740
275 666 67029
741 25 5457
530 147 40956
53 412 78693
353 401 90884
322 204 9007
503 313 25573
848 786 97346
316 51 94516
535 844 19662
45 105 45933
533 730 39343
292 451 59091
678 307 33689
326 525 96231
284 277 16443
700 552 35531
389 603 13806
834 687 53814
75 534 69831
825 678 86798
225 359 78297
374 830 26549
782 718 47673
413 724 29895
276 518 34027
368 399 27488
480 635 33456
335 523 19797
785 711 70082
680 857 39193
354 344 56721
453 288 96829
176 636 72611
321 381 28386
647 224 61283
91 109 46806
433 288 7001
363 427 6142
644 366 547
171 627 1907
597 20 15407
719 795 580
315 476 60861
136 455 35014
744 500 298
77 639 61682
593 397 86329
804 31 10576
718 62 62203
630 241 72319
466 460 13471
644 816 34052
706 564 15184
64 146 78656
166 107 71456
473 115 67618
823 491 76152
39 862 96320
377 323 52617
255 262 9985
63 123 38171
202 98 42485
461 125 30104
269 68 42341
210 580 25448
627 731 83534
314 607 3582
836 52 1591
714 149 35285
774 140 14726
489 743 79694
727 576 9208
432 228 61397
604 97 23661
106 103 70559
77 621 16752
426 602 2035
14 182 4333
506 322 7406
270 85 83797
483 715 89265
634 264 84208
473 416 53946
90 783 64039
170 175 7608
714 156 39342
339 313 5956
807 619 71782
140 641 12952
68 808 36195
821 232 11225
792 240 3318
230 454 63692
125 793 11632
242 365 86910
461 175 85740
269 313 84517
267 202 72846
449 788 60159
559 471 62849
83 194 7715
382 269 95703
520 688 7780
856 390 31855
425 612 71691
809 778 69366
334 507 49135
598 222 83438
128 175 50843
438 578 59366
767 729 89456
646 624 90297
259 52 80121
356 563 58992
423 72 67892
431 507 61119
88 135 75478
41 218 79087
359 847 79486
806 73 1230
455 235 18774
627 220 59340
518 467 29782
135 19 22338
342 693 82037
254 440 86248
470 102 25639
296 492 23312
1 281 25131
671 288 73135
861 185 44695
855 504 73644
82 130 90754
405 391 1251
824 43 83427
219 686 98552
236 625 30784
724 610 90093
532 438 29360
697 615 75170
728 527 83435
212 458 19891
26 87 1957
592 547 43680
449 527 28296
443 486 98239
339 829 23069
483 287 11643
578 56 5159
125 655 85627
265 689 38123
616 490 99460
130 690 64879
775 523 79225
43 402 63788
643 360 37627
190 314 57067
406 498 55083
509 67 26714
108 175 41939
697 271 56758
173 731 438
349 789 37730
291 444 56482
843 77 72123
89 746 13148
758 671 74435
518 652 88735
668 236 4596
484 831 28453
436 311 89641
399 238 8422
660 616 54421
77 408 8320
590 161 40687
816 858 84800
295 605 58452
373 488 49262
590 548 52382
466 588 85136
680 343 75908
840 504 39067
291 253 11196
829 37 35323
290 277 24036
252 142 91199
215 517 9856
52 623 70715
851 302 49168
589 522 34720
21 24 44021
454 561 46861
728 680 3290
633 219 8994
418 350 96610
633 405 9302
29 461 1953
109 99 75957
295 103 47059
787 273 37274
503 797 9212
397 107 17787
107 348 32412
362 324 83932
134 535 15471
262 269 36253
407 789 34918
672 318 79718
80 825 71419
843 589 89797
54 867 21602
82 90 66776
203 735 60625
651 619 50813
425 323 44033
526 184 81608
805 275 55634
41 659 70537
688 395 60992
729 460 88891
453 269 59271
391 200 34269
9 473 95496
440 250 44589
401 292 43270
569 57 5046
61 321 19022
555 828 99781
357 638 34147
135 115 72113
180 750 12667
282 378 767
755 614 14285
475 636 27415
578 228 76156
260 817 27959
17 324 70443
842 561 20231
794 135 2894
845 772 67215
480 571 11812
338 158 20386
354 301 84587
86 140 26766
130 529 14576
498 104 83207
634 425 8677
369 128 3896
41 785 69278
8 592 33324
290 37 71750
234 147 56554
456 225 27684
320 861 48362
520 38 4277
135 19 65438
31 403 59808
242 761 63541
265 165 15388
392 855 65614
36 248 73213
35 576 93152
298 375 96588
446 66 68926
109 230 64746
298 127 59778
507 820 29251
841 331 3041
436 85 56252
709 244 17548
330 502 1359
776 599 16942
737 322 29569
371 743 31266
290 780 86255
388 270 24461
160 524 56640
456 8 41245
594 114 55827
812 447 63848
687 121 41662
506 269 42721
140 248 77963
310 295 52866
772 435 25894
298 784 62662
427 642 64921
340 466 67449
212 313 62685
267 125 22352
626 844 34942
490 502 34248
605 837 59903
594 794 61525
721 706 68898
619 512 10801
171 136 67732
32 476 59654
585 173 22532
85 241 67396
177 614 63785
634 263 77331
737 427 40171
662 131 65345
579 722 48258
332 34 41883
118 347 24334
305 445 47952
841 383 80781
850 586 6460
514 291 3272
215 600 25087
370 828 37754
423 97 30930
471 376 86788
387 374 34626
785 122 13946
52 25 68496
81 529 73081
580 154 64823
623 816 261
600 855 95352
114 1 49757
774 656 18791
842 834 84142
551 641 88620
562 487 22311
502 829 44600
209 715 10657
10 701 56949
439 684 20815
227 128 20175
454 502 9509
799 210 45898
573 732 82906
470 143 72226
383 400 29543
528 109 25994
709 483 62628
519 7 20250
87 272 14665
226 491 22692
302 494 47060
407 768 36152
162 444 82828
100 495 37860
728 855 52900
559 221 44896
807 190 47329
337 261 45999
724 660 97227
563 10 34771
169 580 47790
711 335 6356
786 263 83119
761 671 35866
593 448 45512
93 838 36509
310 694 51569
804 844 49535
420 796 90396
788 525 38283
541 690 50016
677 89 94544
599 653 87240
236 481 80973
224 22 76067
592 513 38232
551 58 16099
536 432 86385
832 630 71263
611 537 64800
383 672 66393
577 468 45270
15 715 99911
50 737 8037
659 165 61628
178 634 99624
327 850 55174
362 834 20257
550 720 24241
635 444 48781
776 147 39271
258 198 63186
313 46 34731
495 306 20580
781 67 29916
94 665 25791
700 430 98646
577 804 65411
119 843 38172
474 606 1509
266 573 21387
222 161 18958
248 472 79482
552 673 30818
760 635 83722
178 340 3442
30 554 67089
418 475 3429
515 838 94733
157 36 50522
704 223 55793
104 628 42965
233 523 63750
42 69 89260
200 530 80371
550 806 79821
628 4 30066
101 593 83776
664 301 7221
631 156 70871
757 271 7579
28 342 62384
782 649 97644
98 217 89748
117 483 21988
579 398 14681
686 235 57031
390 498 81728
636 509 94927
363 751 12790
334 335 71233
1 181 56401
261 264 97754
60 1 9910
151 69 35597
643 699 45657
14 824 32906
451 406 18253
